// ================================================================================
// CHRONO WORKBENCH - github.com/Concrete-Chrono-Development/chrono-preprocessor
//
// Copyright (c) 2023 
// All rights reserved. 
//
// Use of the code that generated this file is governed by a BSD-style license that
// can be found in the LICENSE file at the top level of the distribution and at
// github.com/Concrete-Chrono-Development/chrono-preprocessor/blob/main/LICENSE
//
// ================================================================================
// Face Facet Data File
// ================================================================================
//
// Data Structure:
// n x1 y1 z1 x2 y2 z2 x3 y3 z3
// One line per face facet, first number is the tet node index
// Note: All indices are zero-indexed
//
// ================================================================================
0 0 63.37610245 158.7623749 0 60.91396904 163.0990524 0 63.17278417 165.7804006
0 0 63.37610245 158.7623749 0 65.53325844 164.9527359 0 63.17278417 165.7804006
1 0 58.45183563 167.43573 0 60.91396904 163.0990524 0 63.17278417 165.7804006
1 0 58.45183563 167.43573 0 63.07112503 169.2894135 0 63.17278417 165.7804006
2 0 67.69041443 171.1430969 0 65.53325844 164.9527359 0 63.17278417 165.7804006
2 0 67.69041443 171.1430969 0 63.07112503 169.2894135 0 63.17278417 165.7804006
3 0 67.69041443 28.85690689 0 63.06795502 30.71838188 0 63.1601092 34.2507782
3 0 67.69041443 28.85690689 0 65.517416 35.08623886 0 63.1601092 34.2507782
4 0 58.44549561 32.57985687 0 63.06795502 30.71838188 0 63.1601092 34.2507782
4 0 58.44549561 32.57985687 0 60.89495659 36.94771385 0 63.1601092 34.2507782
5 0 63.34441757 41.31557083 0 65.517416 35.08623886 0 63.1601092 34.2507782
5 0 63.34441757 41.31557083 0 60.89495659 36.94771385 0 63.1601092 34.2507782
6 0 0 105.8823547 0 4.340715408 102.9411774 0 2.893810272 100
6 0 0 105.8823547 0 0 100 0 2.893810272 100
7 0 8.681430817 100 0 4.340715408 102.9411774 0 2.893810272 100
7 0 8.681430817 100 0 4.340715408 97.05882263 0 2.893810272 100
8 0 0 94.11764526 0 0 100 0 2.893810272 100
8 0 0 94.11764526 0 4.340715408 97.05882263 0 2.893810272 100
9 0 100 94.11764526 0 95.67185593 97.05882263 0 97.11457062 100
9 0 100 94.11764526 0 100 100 0 97.11457062 100
10 0 91.34371185 100 0 95.67185593 97.05882263 0 97.11457062 100
10 0 91.34371185 100 0 95.67185593 102.9411774 0 97.11457062 100
11 0 100 105.8823547 0 100 100 0 97.11457062 100
11 0 100 105.8823547 0 95.67185593 102.9411774 0 97.11457062 100
12 0 33.44975281 61.65802002 0 34.0296936 54.91798592 0 30.77951431 53.9128863
12 0 33.44975281 61.65802002 0 28.86445427 56.78035355 0 30.77951431 53.9128863
13 0 34.6096344 48.17795181 0 34.0296936 54.91798592 0 30.77951431 53.9128863
13 0 34.6096344 48.17795181 0 29.44439507 50.04031944 0 30.77951431 53.9128863
14 0 24.27915573 51.90268707 0 28.86445427 56.78035355 0 30.77951431 53.9128863
14 0 24.27915573 51.90268707 0 29.44439507 50.04031944 0 30.77951431 53.9128863
15 0 0 152.9411774 0 4.049014568 150.0305405 0 2.699343046 147.0791829
15 0 0 152.9411774 0 0 147.0588226 0 2.699343046 147.0791829
16 0 8.098029137 147.1199036 0 4.049014568 150.0305405 0 2.699343046 147.0791829
16 0 8.098029137 147.1199036 0 4.049014568 144.1481857 0 2.699343046 147.0791829
17 0 0 141.1764679 0 0 147.0588226 0 2.699343046 147.0791829
17 0 0 141.1764679 0 4.049014568 144.1481857 0 2.699343046 147.0791829
18 0 0 58.82352829 0 5.75895834 56.56434441 0 3.83930556 53.39583715
18 0 0 58.82352829 0 0 52.94117546 0 3.83930556 53.39583715
19 0 11.51791668 54.30516052 0 5.75895834 56.56434441 0 3.83930556 53.39583715
19 0 11.51791668 54.30516052 0 5.75895834 50.68199158 0 3.83930556 53.39583715
20 0 0 47.05882263 0 0 52.94117546 0 3.83930556 53.39583715
20 0 0 47.05882263 0 5.75895834 50.68199158 0 3.83930556 53.39583715
21 0 100 141.1764679 0 95.95639038 144.1542511 0 97.30426025 147.0832265
21 0 100 141.1764679 0 100 147.0588226 0 97.30426025 147.0832265
22 0 91.91278076 147.1320343 0 95.95639038 144.1542511 0 97.30426025 147.0832265
22 0 91.91278076 147.1320343 0 95.95639038 150.0366058 0 97.30426025 147.0832265
23 0 100 152.9411774 0 100 147.0588226 0 97.30426025 147.0832265
23 0 100 152.9411774 0 95.95639038 150.0366058 0 97.30426025 147.0832265
24 0 100 47.05882263 0 95.95639038 49.96339417 0 97.30426025 52.91677221
24 0 100 47.05882263 0 100 52.94117546 0 97.30426025 52.91677221
25 0 91.91278076 52.8679657 0 95.95639038 49.96339417 0 97.30426025 52.91677221
25 0 91.91278076 52.8679657 0 95.95639038 55.84574699 0 97.30426025 52.91677221
26 0 100 58.82352829 0 100 52.94117546 0 97.30426025 52.91677221
26 0 100 58.82352829 0 95.95639038 55.84574699 0 97.30426025 52.91677221
27 0 44.44444275 0 0 47.94108772 5.40517807 0 50.47924423 3.603452047
